time,mains,microwave,dishwasher
176,250.41785399999998,2.4100342,0.0
177,250.10772000000003,2.4108276,0.0
178,250.55134999999996,2.4076538,0.0
179,250.12969800000002,2.4088745,0.0
180,250.90788199999997,2.4100952,0.0
181,251.078822,2.411438,0.0
182,250.58146799999997,2.411316,0.0
183,250.51878999999997,2.4125977,0.0
184,250.79962,2.4160767,0.0
185,250.53344200000004,2.420288,0.0
186,250.44390200000004,2.4213257,0.0
187,250.94369800000004,2.4204102,0.0
188,251.45896,2.4178467,0.0
189,251.415004,2.4187622,0.0
190,251.463844,2.4189453,0.0
191,251.35395400000004,2.4181519,0.0
192,251.452448,2.4207764,0.0
193,250.51390599999996,2.4172363,0.0
194,251.78781600000002,2.4163818,0.0
195,251.42233,2.413025,0.0
196,251.884682,2.4110107,0.0
197,250.17284,2.4108887,0.0
198,245.882246,2.4083862,0.0
199,245.66735,2.4087524,0.0
200,245.71130600000004,2.4083252,0.0
201,245.64374400000003,2.4086304,0.0
202,245.59653200000002,2.4066162,0.0
203,245.66979200000003,2.4058838,0.0
204,245.493968,2.4041138,0.0
205,245.43861600000002,2.4030151,0.0
206,245.489084,2.4050293,0.0
207,245.27907200000004,2.4042358,0.0
208,245.35884400000003,2.402588,0.0
209,244.83218599999998,2.4038696,0.0
210,247.48257,2.402649,0.0
211,247.09999,2.399353,0.0
212,246.83462600000001,2.399292,0.0
213,247.05033599999996,2.4005127,0.0
214,246.471582,2.4002686,0.0
215,247.168366,2.4039307,0.0
216,246.62868400000002,2.4024658,0.0
217,246.9087,2.4014893,0.0
218,246.189124,2.3995972,0.0
219,246.92905000000002,2.1814575,0.0
220,246.719038,2.1170044,0.0
221,244.32262199999997,2.0670776,0.0
222,244.618918,2.0824585,0.0
223,244.408906,1.9280396,0.0
224,244.387742,1.8909912,0.0
225,244.47402599999998,1.9312744,0.0
226,244.882654,1.8322754,0.0
227,244.60508,1.7418213,0.0
228,244.71252800000002,1.6496582,0.0
229,244.70764400000002,1.696228,0.0
230,245.16022800000002,1.5267334,0.0
231,244.7516,1.5543823,0.0
232,245.05278000000004,1.4805908,0.0
233,244.99661399999997,1.5219727,0.0
234,245.29616600000003,1.5058594,0.0
235,245.456524,1.4070435,0.0
236,244.70764400000002,1.2860718,0.0
237,244.87370000000004,1.3168945,0.0
238,245.0772,1.1591797,0.0
239,245.37024000000002,1.0363159,0.0
240,247.1529,1.0026245,0.0
241,246.90137399999998,1.1127319,0.0
242,247.29779200000002,0.9515381,0.0
243,247.27499999999998,1.0287476,0.0
244,246.85009200000002,0.8817749,0.0
245,247.17487799999998,0.8925171,0.0
246,248.12400200000002,0.8095093,0.0
247,246.840324,0.8226929,0.0
248,247.55013199999996,0.661438,0.0
249,247.48989600000004,0.6741333,0.0
250,247.23755599999998,0.69451904,0.0
251,245.298608,0.6060791,0.0
252,244.531006,0.5871582,0.0
253,244.492748,0.52716064,0.5
254,244.39588200000003,0.6937866,0.0
255,243.97016000000002,0.46923828,0.0
256,243.75851999999998,0.57470703,0.0
257,243.913994,0.49298096,0.5
258,244.156566,0.49365234,0.0
259,243.22127999999998,0.39904785,0.33299999999997
260,243.26360799999998,0.3065796,0.0
261,243.11790200000002,0.2576294,0.0
262,243.16836999999998,0.22045898,0.0
263,242.787418,0.2763672,0.0
264,243.16348599999998,0.26501465,0.0
265,243.071504,0.3324585,0.0
266,242.95347400000003,0.20874023,0.0
267,242.9201,0.32867432,0.0
268,242.95754399999998,0.1373291,0.0
269,243.198488,0.31903076,0.0
270,245.34744799999999,0.23486328,0.0
271,244.80613800000003,0.3503418,0.0
272,244.931494,0.36828613,0.0
273,245.12115599999998,0.31756592,0.0
274,245.26848999999999,0.35968018,0.0
275,244.640082,0.44403076,0.0
276,245.11790000000002,0.30993652,0.0
277,244.66368799999998,0.1899414,0.0
278,244.87777,0.3965454,0.0
279,244.78497399999998,0.4831543,0.0
280,243.17406799999998,0.3618164,0.0
281,243.02103600000004,0.26519775,0.0
282,242.93637999999999,0.35388184,0.0
283,243.27500400000002,0.1696167,0.0
284,245.28721199999995,0.22839355,0.0
285,243.524902,0.28900146,0.33299999999997
286,243.62014,0.17980957,0.0
287,243.77968400000003,0.35681152,0.0
288,243.720262,0.39233398,0.0
289,243.18872,0.24804688,0.0
290,243.50129600000002,5.6483765,0.5
291,243.70642399999997,4.741699,0.0
292,243.04382800000002,5.6016235,0.0
293,242.68403999999998,0.0,0.0
294,242.60019799999998,0.0,0.0
295,242.50495999999998,0.0,0.0
296,242.66368999999997,4.762085,0.0
297,242.49030799999997,6.8727417,0.33299999999997
298,242.60264,6.4764404,0.0
299,243.45408400000002,1.0484619,0.0
300,244.23878000000002,5.8551025,0.0
301,245.16348399999998,5.366699,0.0
302,244.903818,0.57128906,0.0
303,245.06092,9.11322,0.0
304,245.15859999999998,3.0844727,0.0
305,244.71659800000003,0.0,0.33299999999997
306,245.314888,0.0,0.0
307,244.25343199999998,0.0,0.0
308,244.071096,0.0,0.0
309,245.20255600000002,0.0,0.0
310,243.69747,0.0,0.0
311,243.018594,0.0,0.0
312,243.10162199999996,0.0,0.0
313,243.865968,0.0,0.0
314,245.35884400000003,0.0,0.0
315,244.372276,0.0,0.0
316,242.523682,1.3829956,0.0
317,242.145986,0.0,0.0
318,242.241224,0.0,1.0
319,242.135404,1.1399536,0.0
320,241.83748000000003,5.1591797,0.0
321,242.09470399999998,0.0,0.0
322,241.508624,2.94812,0.0
323,241.50536799999998,4.8949585,0.0
324,241.804106,0.0,0.0
325,241.51513599999998,0.0,0.0
326,241.477692,8.297546,0.0
327,241.435364,2.394104,0.0
328,241.36536,0.0,0.0
329,242.55217199999998,0.47039795,0.0
330,243.56967199999997,0.3774414,0.0
331,244.25099,0.0,0.0
332,243.577812,4.0758667,0.0
333,244.03528,0.0,0.0
334,244.25099,0.0,0.0
335,243.51594800000004,0.36798096,0.0
336,244.17773,1.5908813,0.0
337,243.52652999999998,4.630432,0.0
338,243.25383999999997,4.404419,0.0
339,243.956322,5.706421,0.0
340,243.020222,0.0,0.0
341,241.47524999999996,3.9326782,0.0
342,241.260354,2.1269531,0.0
343,241.24895800000002,2.9631348,0.0
344,241.038946,6.055481,0.0
345,241.19116400000001,10.450195,0.0
346,240.74834800000002,4.2510376,0.0
347,240.908706,6.479248,0.0
348,241.04871400000002,0.2662964,0.0
349,240.48868199999998,4.624878,0.0
350,240.85661,5.1295776,0.0
351,240.817538,1.9368896,0.0
352,240.64904,4.3461304,0.0
353,240.63601599999998,7.754883,0.0
354,240.98359399999998,0.0,0.0
355,240.945336,8.609863,0.0
356,241.05848199999997,3.6420288,0.0
357,240.834632,1.7818604,0.0
358,241.034062,8.594788,0.0
359,242.467516,6.2365723,0.0
360,242.82648999999998,0.0,0.0
361,243.588394,6.960449,0.0
362,243.73247200000003,0.0,0.0
363,242.288436,0.0,0.0
364,243.472806,2.166565,0.0
365,243.13255400000003,0.0,0.0
366,243.102436,0.0,0.0
367,243.26360799999998,0.0,0.0
368,242.88998199999997,0.48736572,0.0
369,243.57374199999998,2.7443237,0.0
370,242.23145599999998,0.0,0.0
371,241.06336599999997,0.0,0.0
372,241.68363400000004,0.17633057,0.0
373,241.734102,6.331665,0.0
374,242.299018,6.3846436,0.0
375,241.15290599999997,10.458984,0.0
376,241.265238,9.111633,0.0
377,241.38489600000003,12.585266,0.0
378,241.51594999999998,11.569214,0.0
379,241.36373199999997,10.270081,0.0
380,241.254656,5.5810547,0.0
381,241.207444,8.702026,0.0
382,241.61118800000003,19.53302,0.0
383,241.34338200000002,14.182495,0.0
384,241.282332,25.274109,0.0
385,241.33280000000002,17.838623,0.0
386,241.50536799999998,20.965576,0.0
387,241.451644,32.314087,0.0
388,242.15249799999998,31.287537,0.0
389,245.91154999999998,37.260986,1.0
390,246.203776,40.91101,0.0
391,246.474024,29.407654,0.0
392,246.55867999999998,33.98883,1.0
393,246.777646,36.479126,0.0
394,246.803694,33.438477,0.0
395,246.630312,38.017883,0.0
396,246.37634399999996,31.784729,0.0
397,246.46995400000003,32.69037,0.0
398,246.808578,28.046387,0.0
399,246.621358,27.034668,0.0
400,245.997834,23.537476,0.0
401,245.156158,18.414612,2.0
402,244.362508,21.676025,2.0
403,244.66613,15.828613,2.0
404,244.652292,8.553528,1.5
405,244.908702,10.480835,2.0
406,244.688922,10.886536,1.0
407,245.02836000000002,1.9764404,2.0
408,244.609964,9.421814,2.0
409,243.487458,6.580017,2.0
410,244.024698,1.6568604,1.5
411,244.44960599999996,10.678894,2.0
412,245.17488000000003,7.0339966,2.0
413,245.55257600000004,1.7462158,1.66700000000003
414,244.53589,5.319153,1.5
415,245.02022,8.318176,2.0
416,245.30756199999996,2.4257812,2.0
417,669.862286,14.806641,2.0
418,468.863708,3.7636719,1.5
419,466.14739,5.7904663,2.0
420,458.18647,10.108826,1.5
421,448.167758,10.263062,1.66700000000003
422,442.098574,3.3658447,2.0
423,442.128692,9.163147,2.0
424,441.93903,5.251465,1.66700000000003
425,439.88286600000004,7.441284,2.0
426,439.083518,9.574097,2.0
427,437.138872,10.67041,2.0
428,438.43638799999997,8.6328125,2.0
429,438.128696,8.693481,1.33299999999997
430,437.626458,5.8702393,2.0
431,435.804726,14.54657,1.5
432,434.92397800000003,7.154175,2.0
433,434.4136,4.853882,2.0
434,432.811648,4.5426636,2.0
435,432.251616,5.678894,2.0
436,432.692804,7.819214,1.0
437,434.011484,12.242676,2.0
438,433.220276,8.328247,1.5
439,432.039976,10.598572,2.0
440,431.956134,4.6571045,1.66700000000003
441,432.15475,2.4800415,1.66700000000003
442,431.51901599999997,13.011841,1.66700000000003
443,431.907294,6.0720215,1.5
444,431.457152,2.057312,1.5
445,431.521458,3.6496582,1.66700000000003
446,429.99276599999996,6.8934937,2.0
447,430.289876,4.774231,1.5
448,430.641524,12.073364,2.0
449,430.958984,2.786621,2.0
450,431.632162,0.0,2.0
451,431.199114,2.515747,1.5
452,430.741646,3.4751587,2.0
453,431.405056,1.3366089,2.0
454,430.495004,1.6964722,2.0
455,430.945146,6.6827393,1.5
456,430.78641600000003,0.8383179,2.0
457,430.37127599999997,4.9923096,2.0
458,430.705016,0.0,2.0
459,429.24877,4.142395,2.0
460,428.62606,3.1861572,2.0
461,427.59228,4.375305,2.0
462,428.223944,0.5683594,2.0
463,426.966314,5.489624,2.0
464,426.226388,0.4329834,2.0
465,425.621586,0.0,2.0
466,426.073356,0.0,2.0
467,428.23534,0.0,1.5
468,428.468958,0.0,2.0
469,427.92602,0.0,2.0
470,428.116496,0.0,2.0
471,426.651296,0.0,2.0
472,426.7213,0.0,2.0
473,426.814096,0.08709717,1.66700000000003
474,426.95410400000003,0.0,1.5
475,427.162488,0.15167236,2.0
476,427.447388,0.7894287,2.0
477,426.380234,0.0,2.0
478,437.186084,0.7854614,1.5
479,408.447814,2.7575073,2.0
480,417.353788,2.5042114,2.0
481,417.007838,0.2758789,2.0
482,390.11165,1.6381836,2.0
483,383.46127,4.0961914,2.0
484,382.96473000000003,6.010193,1.66700000000003
485,383.19264999999996,7.95282,2.0
486,385.782798,10.664307,1.0
487,589.3153580000001,8.489624,1.5
488,1843.788666,11.413818,1.5
489,1985.8023620000001,9.796753,1.66700000000003
490,1981.083604,6.3529663,1.5
491,1996.46739,6.341858,2.0
492,1977.502818,8.661072,2.0
493,1973.3815359999999,5.5248413,2.0
494,1516.13413,10.332581,2.0
495,386.473884,2.4645386,1.5
496,381.703844,2.5021973,1.5
497,381.976534,2.4067383,1.66700000000003
498,386.50237400000003,2.4489136,2.0
499,408.466536,2.5476074,2.0
500,600.68124,2.4089966,1.66700000000003
501,600.3475,2.324585,2.0
502,598.774852,2.2925415,2.0
503,598.431344,2.3882446,2.0
504,598.132606,2.4059448,2.0
505,594.730086,2.343811,1.33299999999997
506,594.518446,2.4049683,2.0
507,593.761426,2.4678955,0.0
508,594.468792,2.5464478,0.0
509,594.340994,2.5049438,0.0
510,594.21401,2.539795,0.0
511,594.052838,2.6051636,0.5
512,594.302736,2.6810303,0.0
513,593.832244,2.6697998,0.0
514,593.4537339999999,2.4887695,0.0
515,592.446002,2.3831177,0.0
516,592.852188,2.2960815,0.0
517,591.65398,2.2786865,0.0
518,589.338964,2.3260498,0.0
519,589.260006,2.1784058,0.0
520,589.355244,2.2000122,0.0
521,588.462286,2.1715698,0.0
522,588.160292,2.1045532,0.0
523,588.358908,2.0934448,0.0
524,588.06017,2.0892334,0.0
525,586.984062,2.0683594,0.0
526,587.344664,2.0856323,0.0
527,587.040228,2.1193237,0.0
528,587.299894,2.0460205,0.0
529,587.10372,2.1193848,0.0
530,603.887586,2.0917969,0.0
531,626.321426,2.2262573,0.0
532,607.491164,2.1900024,0.0
533,585.56119,2.2924194,0.0
534,586.214832,2.3383179,0.0
535,586.356468,2.316101,0.0
536,586.389842,2.3364868,0.0
537,586.284022,2.2678223,0.0
538,586.340188,2.2386475,0.0
539,588.118778,2.2139282,0.0
540,587.75899,2.2875366,0.0
541,587.7565480000001,2.0960693,0.0
542,587.443972,1.9492188,0.0
543,587.46595,2.0127563,0.0
544,589.316172,2.088623,0.0
545,589.7996880000001,1.9470825,0.0
546,590.615316,1.9991455,0.0
547,589.787478,2.0133667,0.0
548,589.36664,1.7212524,0.0
549,589.251052,1.6521606,0.0
550,588.559152,1.512085,0.0
551,588.648692,1.5870361,0.0
552,588.417516,1.4012451,0.0
553,588.17413,1.5345459,0.0
554,587.828994,1.5245972,0.0
555,587.983654,1.6846924,0.0
556,588.511126,1.7539673,0.0
557,588.284834,1.6904297,0.0
558,588.686136,1.446228,0.0
559,588.553454,1.4631958,0.0
560,588.937662,1.3311157,0.0
561,588.884752,1.1679077,0.0
562,588.701602,1.1668091,0.0
563,588.977548,1.2884521,0.0
564,589.196514,1.0006714,0.0
565,589.18349,1.0203247,0.0
566,587.934814,0.866333,0.0
567,586.258788,0.60705566,0.0
568,587.227448,0.5447998,0.0
569,589.092322,0.5540161,0.0
570,588.874984,0.5509033,0.0
571,588.396352,0.59332275,0.0
572,588.497288,0.66552734,0.0
573,588.146454,0.49316406,0.0
574,589.843644,0.5756836,0.0
575,589.756546,0.54681396,0.0
576,589.437458,0.76568604,0.0
577,589.337336,0.6027832,0.0
578,589.58235,0.6607666,0.33299999999997
579,589.852598,0.5028076,0.0
580,588.683694,0.545105,0.5
581,588.994642,0.5227051,0.0
582,589.649912,0.4701538,0.0
583,589.535952,0.27978516,0.0
584,589.986094,0.24395752,0.0
585,589.876204,0.22399902,0.0
586,589.406526,0.122680664,0.0
587,589.04511,0.1776123,0.0
588,589.261634,0.13415527,0.0
589,589.245354,0.3380127,0.0
590,588.562408,0.15545654,0.0
591,587.712592,0.27716064,0.0
592,588.498916,0.27392578,0.0
593,588.786258,0.42333984,0.0
594,589.312102,0.6019287,0.0
595,589.348732,0.4932251,0.0
596,589.042668,0.51379395,0.0
597,588.936034,0.6375122,0.0
598,588.85789,0.62646484,0.0
599,590.349952,0.42645264,0.0
600,589.7475919999999,0.70184326,0.0
601,590.137498,0.79089355,0.0
602,590.708926,0.71466064,0.0
603,590.64869,0.5778198,0.0
604,590.627526,0.71276855,0.0
605,588.302742,0.44195557,0.0
606,195.365406,0.5498657,0.0
607,196.255108,0.5675659,0.0
608,195.77891800000003,0.45526123,0.0
609,195.617746,0.6361084,0.0
610,194.43256199999996,0.6638794,0.0
611,194.402444,0.5986328,0.0
612,194.42116600000003,0.60443115,0.0
613,194.118358,0.40179443,0.0
614,194.48465799999997,0.5023804,0.0
615,194.22092199999997,0.49664307,0.0
616,194.22662000000003,0.43554688,0.0
617,194.308834,0.5441284,0.0
618,194.32511399999999,0.5661621,0.0
619,194.24859800000002,0.6637573,0.0
620,194.477332,0.58703613,0.0
621,194.64664399999998,0.67510986,0.0
622,195.06910999999997,0.5319214,0.0
623,194.577454,0.70861816,0.0
624,195.14888200000001,0.6911011,0.0
625,194.96247599999998,0.5975952,0.0
626,195.235166,0.5449219,0.0
627,194.74269600000002,0.67474365,0.33299999999997
628,195.38005799999996,0.5673218,0.0
629,196.34220599999998,0.5745239,0.0
630,196.472446,0.7438965,0.0
631,195.85787599999998,0.59765625,0.0
632,196.69629600000002,0.54156494,0.0
633,196.18591800000002,0.7158203,0.0
634,196.439886,0.765625,0.0
635,195.62263000000002,0.7687378,0.0
636,196.124868,0.6483154,0.0
637,195.66984200000002,0.6813965,0.0
638,196.02148999999997,0.74645996,0.5
639,195.69507599999997,0.6260376,0.0
640,194.84851600000002,0.6189575,1.0
641,194.79967600000003,0.58221436,0.0
642,194.53756800000002,0.6713867,0.5
643,194.51966,0.61450195,0.0
644,194.25348199999996,0.56518555,0.0
645,194.06789000000003,0.48303223,0.0
646,193.887182,0.5211792,0.0
647,193.93113800000003,0.7522583,0.0
648,193.812294,0.80670166,0.33299999999997
649,193.97265199999998,0.86035156,0.0
650,193.28482200000002,0.79901123,0.0
651,193.31005600000003,0.70336914,0.0
652,193.21156199999996,0.92285156,0.0
653,193.214004,0.84698486,0.0
654,193.307614,0.89141846,0.0
655,193.354012,0.9222412,0.0
656,193.391456,0.91241455,0.0
657,193.155396,0.92004395,0.0
658,193.417504,0.9301758,0.0
659,195.21970000000005,0.90515137,0.0
660,195.017828,0.8779907,0.0
661,194.308834,0.9769287,0.0
662,194.461052,0.85321045,0.0
663,194.39348999999999,0.9453125,0.0
664,194.097194,0.74853516,0.0
665,194.444772,0.86846924,0.0
666,194.86479599999996,0.7369385,0.0
667,194.82491,0.7492676,0.0
668,194.89084400000002,0.8128052,0.0
669,193.86764599999998,0.7703247,0.0
670,192.98526999999996,0.87072754,0.0
671,193.292148,0.8600464,0.0
672,193.01783,0.8777466,0.0
673,193.15132599999998,0.770874,0.0
674,192.665368,0.8079834,0.0
675,192.422796,0.92041016,0.0
676,192.14278000000002,0.7216797,0.0
677,192.697114,0.75457764,0.0
678,192.34627999999998,0.7897949,0.0
679,192.42116799999997,0.69262695,0.0
680,192.20871400000004,0.77056885,0.0
681,192.35767600000003,0.9859619,0.0
682,192.43744800000002,0.8643799,0.0
683,192.45779799999997,0.8843994,0.0
684,192.26894999999996,0.86065674,0.0
685,192.73781400000001,0.90423584,0.0
686,192.076032,0.73828125,0.0
687,192.84119199999998,0.75115967,0.0
688,193.94334800000001,0.6566162,0.0
689,194.675948,0.6367798,0.0
690,195.238422,0.6366577,0.0
691,194.665366,0.83154297,0.0
692,194.90712399999995,0.7307129,0.0
693,194.465936,0.73999023,0.0
694,194.376396,0.788147,0.0
695,195.065854,0.7225342,0.0
696,194.45209799999998,0.7518921,0.0
697,194.456168,0.9126587,0.0
698,194.42767800000001,0.8907471,0.0
699,193.55914,0.9071045,0.0
700,192.89491600000002,1.2010498,0.0
701,193.082136,1.0233154,0.0
702,193.06341400000002,1.0189209,0.0
703,193.265286,0.8544922,0.0
704,193.354012,0.87286377,0.0
705,193.281566,0.88287354,0.0
706,193.38413000000003,1.0333252,0.0
707,193.391456,0.86053467,0.0
708,193.45250599999997,0.8838501,0.0
709,193.555884,0.8257446,0.0
710,193.572164,0.82025146,0.0
711,193.371106,0.8867798,0.0
712,192.729674,1.0025635,0.0
713,192.89003200000002,0.90185547,0.0
714,193.14725599999997,0.8623657,0.0
715,193.03003999999999,0.848999,0.0
716,192.67839200000003,1.0305176,0.0
717,192.59536400000002,0.95080566,0.0
718,192.76874599999996,1.0509644,0.0
719,193.68531000000002,1.1382446,0.0
720,194.02230600000001,1.0839844,0.0
721,193.739034,0.99053955,0.0
722,193.54123200000004,0.89953613,0.0
723,194.201386,0.965271,0.0
724,193.769966,1.0474243,0.0
725,193.11632400000002,0.93182373,0.0
726,193.67391399999997,0.91845703,0.0
727,193.303544,0.7468872,0.0
728,193.618562,0.94195557,0.0
729,192.65234399999997,0.91900635,0.0
730,191.937652,0.8526001,0.0
731,192.04754199999996,0.7947998,0.0
732,191.91893,0.92840576,0.0
733,192.10533599999997,0.7772827,0.0
734,192.19894599999998,0.8740845,0.0
735,191.861136,0.8649292,0.0
736,192.18348000000003,0.90057373,0.0
737,192.2079,0.8126831,0.0
738,192.18999200000002,0.9758301,0.0
739,638.0959359999999,0.85369873,0.0
740,439.626456,0.8878784,0.0
741,423.87637,0.8847656,0.0
742,407.615092,0.88720703,0.0
743,400.952502,0.88671875,0.0
744,402.242692,0.8887329,0.0
745,404.353394,0.8908081,0.0
746,405.50601800000004,0.8914795,0.0
747,403.906508,0.8916626,0.0
748,402.805166,0.8913574,0.0
749,401.813714,0.8911133,0.0
750,402.772606,0.8912964,0.0
751,402.11408,0.8933716,0.0
752,400.455148,0.8942261,0.0
753,400.830402,0.88171387,0.0
754,399.626496,0.87628174,0.0
755,398.857266,0.88256836,0.0
756,397.996054,0.8892822,0.0
757,397.86255800000004,0.88360596,0.0
758,397.93663200000003,0.8567505,0.0
759,396.824708,7.026306,0.0
760,395.436024,5.8845215,0.0
761,394.483644,6.8494263,0.0
762,394.522716,0.0,0.0
763,393.89268000000004,7.0563354,0.0
764,393.633828,5.5568237,0.0
765,393.02984000000004,4.921936,0.0
766,392.746568,0.84783936,0.0
767,391.73150999999996,4.319275,0.0
768,391.591502,1.9694214,0.0
769,391.46126200000003,2.7105713,0.0
770,390.9053,4.7630005,0.0
771,390.784828,2.9099731,0.0
772,390.342826,7.8236084,0.0
773,390.175956,1.8857422,0.0
774,389.683486,0.0,0.0
775,389.90000999999995,0.0,0.0
776,389.304976,1.0162964,0.0
777,388.998912,0.0,0.0
778,389.80721400000004,0.0,0.0
779,389.926058,0.0,0.0
780,389.535338,0.0,0.0
781,389.86093800000003,0.0,0.0
782,389.638716,0.49328613,0.0
783,389.42463399999997,0.0,0.0
784,389.8064,0.0,0.0
785,391.116126,0.8626709,0.0
786,388.83774,3.8219604,0.0
